,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
19258,5kRug3bEienrpovtPRVVwg,0,2014-01-14,1,Z3kdAp3rMiyNGQSfu0VpIg,5,"Stopped in for a drink and an appetizer. We had a bottle of wine and the beef skewers. On mon and tue I think he said that the wine is 50% off a bottle so it made a bottle the same price as two glasses. U can't beat that deal anywhere in town. I highly recommend the 14 hands. It was delicious. 

The beef skewers were also very good. They come in 4 different sauces. They were cooked to perfection and I would definitely eat them again. I just wish they gave u more. It really wasn't enough for what u pay.",review,0,x1twxs5zWyar_5gOU3dHUw
19262,5kRug3bEienrpovtPRVVwg,3,2014-02-19,1,aaNTJTHxzTI1TJotFnvIKg,5,"Amazing atmosphere, food and drink. Rokerij is one of those special places in Phoenix to bring friends and family to impress. 

Escorted thru the kitchen and then down the stairs (by my very excited host) I wasn't sure what to expect. Greeted by warm candlelight I was surprised. Even though it was incredibly late on a Tuesday the bar was full. A server enthusiastically reassured us the kitchen was open, and that yes, we'd be able to order oysters to our hearts content.

And boy did we. Regular raw oysters. Meatball oysters. More regular oysters. And then we had, quite possibly, the best sliders in the world. Three prime rib sliders served with creamy horse radish sauce and au jus. You haven't lived until these have crossed your lips.

The service is incredible here. Sitting at the bar is wonderful. Sitting in a booth would offer privacy. The fireplace is perfect when Phoenix has a touch of chill in the air. This is a stunning place to come for a date.",review,4,gzJpPaHN-NXBkAZcZri3hw
19268,5kRug3bEienrpovtPRVVwg,5,2014-03-10,5,iUCQarOGo5wA770hsZ6L7g,5,"Rokerij is easily our favorite place to eat when we go to Phoenix! Family, friends, all ask when are we going to go here when we do our annual Arizona trip. Amazing food and drinks, with very generous sized portions and always a friendly staff. Can't go wrong with a lunch or dinner plate! We will come back here every year, as well as tell others how great this place is!",review,6,quDzxVZZhA5hqf2roR4zMA
19272,5kRug3bEienrpovtPRVVwg,10,2014-03-24,9,lk52jQX-VSQKiuIILMVfCw,5,"JD invades AZ Day 1:

Rokerij (pronounced Ro-k-ray and is the Dutch Word for Smokehouse--which raises a whole slew of questions that I won't get into) is listed as one of ""Arizona's 50 Best Restaurants"" by one of the local food bloggers (Ricky Lee Potts). It also came highly recommended by my Dad, and knowing how picky he is, I knew I had to check this place out. 

Appetizers/Small Plates:

Bacon-Wrapped Scallops- I saw this as one of the review highlights and knew I had to have it. The BWS were huge, cooked perfectly and they are served with four amazing sauces that are the Chef's choice for the night. On this night they were 2 kinds of Green Salsa, Red Salsa and a Hollandaise sauce. My clear favorites were the Hollandaise and the Red Salsa but they were all good. 5*

Pan-Seared Salmon- Small bite-sized pieces of Salmon with a Chipotle-Mayo. The Salmon itself could've used some seasoning but the Chipotle-Mayo was excellent. 4*

Santa Fe Trail:

Carne Adovada- Smoked Pork shoulder that's simmered in a Red Chile sauce and served with Rice and Beans. The Rice and Beans were pretty standard, but the Pork itself was excellent. It literally seemed to get better and better as the meal went on but it also got progressively hotter and hotter as the meal went on; I was sweating like Britney Spears on Jeopardy by the time I was done eating. 4.5*

Chile Potato- Apparently this is one of the dishes that Rokerij is famous for. It's a fire-roasted green Hatch Chile that's stuffed with a mashed potato mixture. I'm not sure if I had it on an off-night, or what, but it just didn't do it for me. I mean everything was there for a stupendous dish but there just wasn't any flavor. I had my sis and Bro-in-law try some just to verify it wasn't me and they agreed it was a fail. 2*

Beverages- Rokerij has a really impressive wine selection -which I'm not really into- and a mediocre beer selection; I was not impressed with their draft selection. They also have an über-cool underground (literally and figuratively!) bar that is separate from the restaurant itself; I can imagine the shenanigans that ensue there! 4*

Service & Ambiance- Our waitress was very friendly and extremely knowledgeable about the menu because my sister always has questions (Oy gevalt...) and she answered them all quickly and to her satisfaction. Rokerij is very dark; has a nice wood and brick interior; and even has a fireplace going at all times--which is kinda odd seeing that it's in Arizona. The ambiance is definitely set for a date night kinda mood: very romantic and sexy--not the place you wanna bring a precocious 3-year-old (Whoops!). 4.75*

Value- Pretty good value for a really nice place like this. I'd say the avg entrée runs anywhere from $15-30; which is pretty good for high quality food. 4*

If you're looking for a great restaurant to impress a special someone; a place to celebrate a special event; or even something as casual as a date night then this is the place for you. I wouldn't recommend bringing kids with you as it's just not a kid friendly place and that's ok, too. You don't have to take the little monsters everywhere.",review,11,iChZhRINmSKYoHhesh7grA
19275,5kRug3bEienrpovtPRVVwg,9,2014-04-08,8,w5EVdw23XiaQuOnKo3T6cA,5,"This a one of my boss's favorite places to take special guest. Located in the same parking lot right next to the new Richardson's. There is a really cool patio that connects the two restaurants with an outdoor Bar. Instantly puts you in the party zone and makes you feel right at home.

This is the first time my wife and I have been to the Rokerij and it was truly a fun and happy experience. Been to Dick's Hideaway and the older Richardsons many times in the past. The selection on the menu here has several of the same tasty good SW options with some really nice EuroAmerican surprises.

Love the way you can instantly smell the aroma of the Pecan wood coming from the sizzling grill. Pecan gives the food some very nice flavor and that extra kick. Everything here and his other restaurants always taste great and leave you satisfied.

Upstairs and downstairs are both the Rokerij now. Upstairs is quite a bit larger with a nice bar and a larger seating area. Downstairs has a top secret elevator or you can take the stairs. It is smaller and offers food and drinks as well. Could even be a nifty bomb shelter in a parallel universe.

We started off with some Prime Rib Sliders and Bacon Wrapped Shrimp. My boss and his lovely wife ordered the New Mexican Platter and the Salt and Pepper Encrusted Prime Rib. My wife order the awesome Chimayo Chicken and yours truly went with the tasty Grilled Swordfish Special. Chocolate Flan with a 1/2 shot of Grand Marnier completed the trifecta.

Really love the way they layer the flavors. The atmosphere of this place and friendly servers are also a delight. We arrived early and were able to get a large table by their cozy rustic fireplace.

Place gets really busy quick. Try and go before the crowd and you will enjoy everything that much more. When we were leaving it was starting to get crazy. DRINKS ON ME EVERYONE!

5 STARS",review,11,diDUDx82VePOC1hObkHwMw
19297,TqHTtjPANCBKGsjGBjDoQQ,0,2007-09-04,1,UZKnw-vy9Du6J6S6b3g3Ow,5,"I can never turn down NYPD- NEVER!
So, like Allison said, what's up with the Pepsi product?  I prefer Coke as well.  But since this review is about the food, I give 5 Stars.  The pizza is pretty darn good.  I prefer the straight up pepperoni but when I am feeling meaty, I like the Brookly Family with the sausage and pepperoni.  

The atmosphere is very casual and laid back, perfect for shoving pizza down your throat.",review,2,XBHJCDzNh--mBhJkzyM_iA
19300,TqHTtjPANCBKGsjGBjDoQQ,3,2008-03-19,2,MzaHZ660p4JRMErV-ASm9A,5,yummy yum yummy pizza! I have been going here for years. Great place to  sit and gab with the girls around a hot pie and a cold pitcher. Great ambiance and very relaxed. Great pizza and desert!!,review,2,49lK33nuV1dVj3l2Jto8Bg
19304,TqHTtjPANCBKGsjGBjDoQQ,5,2008-05-21,4,uA6-4g1IycRSz8-MgFNC-A,5,"I eat here probably once a week for lunch and I must say, It's one of my top favorite pizza joints. Lunch here is a breeze. There is usually no wait at peek lunch hours and to boot they have an express lunch line that gives you the option to order by the slice from an assortment of pre-made pizzas. Ok. I know I know. Pre-made??? Let me tell you, they heat that shit right up in their oven and its perfect! I usually pig out here and get three slices, either the plain cheese (so simple and so good), the pepperoni/jalapeno or the tomato ricotta white pizza. Oh yeah, the sicilian style pizza is awesome, but that one you have get made fresh to order. Way better that way. You can really taste the NYC water in the dough with that one! If you enjoy a good Greek Salad this place has one of the best. The dressing is so damn good.

I have tried on occasion to stray from the pizza and have always been disappointed. NYPD is excellent for pizza, I suggest sticking with that when you go.",review,5,25j8Nr0qQVlLhv2BywxL7g
19308,TqHTtjPANCBKGsjGBjDoQQ,1,2009-01-27,1,qECEeQiA-M8NZveRu73oAQ,5,"I love this place.  
Love how thin the crust is
Weighed down with soggy greasy cheese n stuff.

I also love their buffalo wings.
And caesar salads.

It's my favorite.  Truly.",review,2,PShy2RYNadDUhJf4ErOJ7w
19316,TqHTtjPANCBKGsjGBjDoQQ,1,2010-01-18,1,E5nZ2MohjjEwYTIVIi3GBw,5,I am giving this place 5 stars but as a disclaimer I've only had their pizza. My fiancee and I have gotten pizza from this location a couple of times and every time it's hot and Delicious. This location is very convenient for pickup or they have a patio if you're feeling social. We usually get the Vinny's favorite where you can choose up to 5 different toppings. We get a new combination of toppings each time and are never disappointed. I would highly recommend trying ricotta cheese and eggplant on your pizza. We will be back for sure!,review,1,bmDivXQy-KB4_dPIS9ZA8w
19322,TqHTtjPANCBKGsjGBjDoQQ,2,2010-05-18,2,MRPXjkxfnwUOACkEqjOr0Q,5,"Went to @NYPD_Pizza for the first time tonight, because I had a coupon for a free entree.

Now, let me make it clear, I was an idiot, and I didn't print the coupon, because it clearly stated you could merely show it to your server from your phone.

So I did that. And because I did, I didn't read ""the fine print"", which clearly stated what exactly you were entitled to.
The coupon: http://goo.gl/tuIS

So after we had placed our order, I looked at the coupon again, and noticed the listing of what was included in the entree selection. Feeling a case of caveat emptor, I searched out our server, and informed her of my mistake.

Her response was fantastic; she said what we had ordered already (shells florentine) would be probably be ok, but she would verify.
She did indeed check, and they claimed that since neither I nor they caught until well after the order was placed (it was only about 5 or 10 mins...) they would go ahead and make the adjustment on my check.

That's customer service, beyond and above. I fully expected to have to change my order, or pay full price for the shells, and would not have felt that it were anyone's fault but my own.

The food was pretty tasty. Along with the shells, we ordered the Brooklyn Family Style pizza, which had pepperoni, sausage, and fresh basil.

The shells were pretty good, but nothing phenomenal.

The basil aroma that accompanied the arrival of the pie was wonderful! The sausage volume was a bit sparse, but the pizza was delicious, and I would recommend it.

It was a beautiful night, so we sat on the patio. The table that we were at had a slight ant problem, but once I cleared them, they didn't return.

Our server was a bit overwhelmed, but overall I think she did a decent job, and I made sure I showed my appreciation for her efforts.

I may back, but only if I were in the area.",review,3,7cR92zkDv4W3kqzii6axvg
19363,TqHTtjPANCBKGsjGBjDoQQ,1,2013-01-06,1,QTOFOCBSLVQE2lNwpNs2lQ,5,"I've only ever tried the Brooklyn (pepperoni, sausage and basil), particularly because it was so amazing.

I moved to NYC last year, and I have yet to find a pizza as good as the Brooklyn at NYPD Pizza.  Pretty ironic, right?  My girlfriend and I are often disappointed each time we try a new place that doesn't quite live up to NYPD, we look forward to getting this again once we visit Phoenix again.",review,1,iaysy0XqGcgGIxv7VZqZ7A
19389,TqHTtjPANCBKGsjGBjDoQQ,3,2014-01-05,2,2CE0jQGZ-DroHgaI5z7Z6w,5,"I miss the ""special pizza"" from back east. Someone called it that once while in LA and it made me laugh. Anyone that's enjoyed a slice in the tri-state area understands how important pizza is to New Yorkers. (Sorry New Jersey and surrounding states. I'm from New York!)

You can walk into almost any pizza joint, ask for a slice and be happy with your two buck piece of cheesy gooey heaven on (slightly) crunchy dough. No need for production value to enjoy good pizza. Moving to the west side of the U.S. I don't miss the cold weather, but I do miss pizza.

CHRISTOPHER COLUMBUS WOULD BE PROUD
I've found good pizza last night. No, GREAT pizza.
(Well, technically I did nothing. My date did. But he did well! Thank you Yelp!)

ORDER | PICKUP
Our pie had pepperoni, sausage and basil. ""We"" ordered online and the pie was ready for pick-up at the scheduled time. The staff was delightfully polite and cheerful. Cute place inside, filled with booths and tables. I like that there is plenty of bar space to cozy up to as well. We had no time to enjoy a drink as our pie was ready to go!

TRAVELS WELL
I can't begin to tell you the dismay of traveling with something that smells so heavenly in a car. (""Will it be ok?"" ""Can I scarf a slice before we get there?"" and so on. But we had to hit BevMo. Priorities!)

With glee I can report NYPD Pizza travels well. My palate was BFF with the two slices I scarfed down. (Yup, no lady like behavior there.)

FOOD HIGHLIGHTS
+ Not greasy
+ Not salty
+ Crunchy dough
+ Added bonus: Microwaves well the next day.

I'm dreaming of my next visit!",review,3,gzJpPaHN-NXBkAZcZri3hw
19401,TqHTtjPANCBKGsjGBjDoQQ,1,2014-05-23,1,tnPA_1-lZOCv7DV8da6u4A,5,"NYPD has Always been a Fave & now they're nearing the very top of our list (as long as they don't do away w/ their Veganizza & Pizza Blanca 4 us Veg~heads) & GLUTEN FREE is a MAJOR + !!! Thank U 4 having/offering these #1Derful options 4 those of us who r'nt carnivores as there wouldn't b much 4 us 2 order 2 patronize ur eatery!!

   I'm not a fan of pizza dough but their's is on another scale that I actually eat the crust 2 (which I don't do w/ other pizza). We had/shared between us Spinach salad (sans the bacon), Caprese, Spinach/Artichoke dip, & Zucchini sticks were all Absolutely AHHhmazing as usual but our main reason 4 coming: Veganizza & Pizza Bianca we had r PERFECTION 2 die 4... seriously Exceptional in flavors & texture!!!

   On previous visits we've had the Soho salad pizza, greek salads, Eggplant & the Chelsea chopped salad (minus the bacon)... all So Delicious & especially luv the salad pizza concept, pls keep this 2!! 

   We usually like 2 sit in the outside section because my guilty pleasure is watching any of the birds flitting around the bushes & scavenging 4 crumbs which I someXs 'accidentally' drop in my occasional clumsiness. Also the service has always been impeccable whenever we've gone which is truly appreci8ed & a very integral part of the dining experience!

   We luv the cannolis/kisses & we've had the tiramisu in the past which was AWESOME 2 (but not offered on menu anymore)? We have yet 2 try the limoncello cake but will save that in anticip8ion 4 our next visit. NYPD ROCKS & really hope they keep these Veg~head/Gluten~Free faves of ours so we can continue our business w/ this establishment!!!",review,1,PZHWkUsosYYeZJiCLX-Bdg
19410,fN-ISSf1Ic68B2kDNek_uQ,0,2009-12-27,1,da_QveTVrUHm2ksvTkDJbA,5,"I'm really surprised that the other reviewers had such a bad time in this store.   

My last carrier was Alltel, and Verizon gobbled them up this year.  Being a cell phone owner since the days when they came in a bag like a heavy small carry-on bag, I have to say I HAVE NEVER HAD A PLEASANT EXPERIENCE IN A CELL PHONE STORE BEFORE.   EVAH. 

I've had a Treo for many years.  Last year, I dropped the phone and broke the screen.   Went into the Alltel store and they literally said to me, ""sorry you're screwed; we don't replace screens; you have no insurance; you're still under contract"" - so my only solution was to buy a new one for $600 according to the very harried and unpleasant rotund pimply fellow at the Alltel store.   Methinks there must be another way!

So I got on line and found this PDAparts.com for replacement screens.   They warn you: this voids any warranty!!!   But it was ""only"" $70 so I went for it.  They actually have a step-by-step video posted on YouTube on how to replace the screen.  Scary, but my trusty friend/co-worker Chris is an engineer so he did the dirty work for me in about 5 minutes flat.  YAY.    Phone worked perfectly until.... one day... the screen just went blank.

So I'm hosed now right?  And it's December.   The phone technically still WORKED, as in: it rings, and I can fumble to answer it... but I can't see who's calling or who is texting me or make calls... or read my emails... so it was kinda limiting.

So with much trepidation I wandered myself over to the Verizon store on Camelback, figuring I was now only 1 month away from the end of my contract and maybe I just had to bite the bullet and switch to a new phone.    They don't make the Treo 755p anymore, and I really didn't want to learn how to use a whole new phone... too busy.  But I guess I gotta. 

So you walk in and they ask you:  do you need service or sales, and what's your name?    Service... Jane.     They put you on a list which is on a big monitor, and tell you: you are 4th in line for service.   Sigh... look around... and not 5 minutes later, I'm called up. 

The very friendly and CUTE guy who helped me took a look and agreed, the screen is fried.    Do you want to pick out a new phone today, or can you wait a few days to get a refurbished 755p?    Huh?  I could get another 755p?    Yes we will replace your phone but we don't have them HERE so you'd have to wait a few days.   Um... okay... I guess I can wait, but, how much will that cost?   ""Oh, it'll be free.""    FREE?    Sold! 

The people working there were joking around with each other, easy going and super helpful.  There were other people in the store who were clearly stressed and in a bad mood, and from what I observed these folks were super-great at defusing them. 

Something good is going on at that shop and based on my experience (a) I highly recommend them; and (b) I'm sticking with Verizon!",review,2,pk4y8PJdccJysYBpBA-gcg
19443,VpW40mznMS43CqdbelX2wA,2,2006-04-23,6,Q7Zv8G0UAUXidykOiDTltg,5,"forget what you know about fine italian dining. the dining at Giuseppe's is neither fine, expensive, or classy. it's a black and white tiled mecca of italian food, nestled comfortably in the same strip mall as a cellular reseller and a blockbuster. go anytime, and order anything. if you see a dude alone at a table getting drunk on red wine, that's the owner. the first time we went we cut him off for a parking spot outside. PARTY FOUL. it's BYOB, so make sure you stop at sprouts next door and get a bottle or five of whatever they have on sale.",review,2,YoBu4TVcP5YHKOC35NPXQQ
19450,VpW40mznMS43CqdbelX2wA,10,2008-07-24,7,E5bKvJBlEifB-9U39clPHQ,5,"I suck. I've been going to this strip mall for many, many years and always thought ""I need to check that place out"".   I finally went and it was so simple and good I be a regular form now on I promise.

Had the brochettes, all were very good. Not ""oh my f'ing God"" good but yet very solid.  The lentil soup was fresh and full of vegetables.

I had the bolonanase (sp?) ragu.  Past with meat sauce but oh so much more when it came to the taste.  I cleaned my plate.

Keep in mind this place is BYOB. You sit on plastic chairs. and there are only about 8 tables in this tiny strip mall location.

Nice.",review,12,sEWeeq41k4ohBz4jS_iGRw
19453,VpW40mznMS43CqdbelX2wA,7,2008-11-29,6,kxwCB3ix1avfWd2Ci291nw,5,"I try not to throw around 5-stars out like gang signs, because I really want to reserve the primo ratings for places that really knock my socks off. But, Giuseppe's is quite deserving of the highest rating because it really is a gem of a place. 

Voted New Times Best of Phoenix Neighborhood Italian (2003), veal (2004) and BYOB (2005), Giuseppe's certainly has earned such accolades. However, in all fairness, I must say I do not live in the neighborhood nor did I have the veal. But, I'll most definitely be trying the veal. And since I went with Robert M, you should know that BYOB is a given. Well, honestly, since I showed up it's almost certain that I'm carrying some form of alcohol on my person. 

After watching a decidedly emotionally-charged movie at Camelview (The Boy in the Striped Pajamas, an amazing must-see even though a key element in the film is grossly misleading--PM me if you've seen it and I'll share) Robert M and I needed to do something to appreciate the goodness in life so we decided to devirginize ourselves of the Giuseppe's experience. It was about 4:45 p.m. on a Saturday and we were seated immediately. Tucked into a strip mall, it immediately reminded us of the set-up of Pizza A Metro. After reviewing the menu, Robert walked over to Sprouts for wine and we ordered three bruschetta (slow-cooked pork ribs with tomato & melted mozzarella, pesto &fresh tomato and chevre & marinated sun-dried tomatoes) that were all extremely delicious. The bread remained firm and not soggy, yet not so hard that it hurt your teeth or cut the roof of your mouth. We also split the lasagna which was made with fresh pasta and plated with the most divine ""gravy"" [for all the Italians, although I'm Irish] that we've ever tasted. So *smooth* and not bitter or acidic or sweet or anything less than heavenly. If I could bathe in this, I would. But, since I'm not a splosher... :blush: 

If only I wouldn't have eaten so much popcorn in the hour before going to Giuseppe's, I would have indulged in so much more. But, alas, I have found a reason to take this Avenue kid back to the Streets: Giuseppe's.",review,10,nc3cqVN0UuB3m50-CcMftw
19461,VpW40mznMS43CqdbelX2wA,2,2009-06-17,2,NhFzU3CsHVW3JBpQD2TGfw,5,"I will admit, had it not been for Triple D on Food Network, I probably wouldn't have heard of this place. I am glad I am an avid viewer of this channel. My father, being the martyr that he is, decided he didn't want to go to dinner for his 55th birthday. So after some hemming and hawing, I bullied him into it. The next question, Where do we go? I told him about this recent episode of Triple D and to my amazement he had seen it to and suddenly he was all happy about a birthday dinner. 

Like most places nowadays, they don't take reservations. My brother called ahead and was told it should be fine for our time for a table of 8, a Wednesday night mind you. We were seated and take everyone else's word if not mine, the restaurant is small(read:TINY). There are probably 12 tables, max. We were given menus quickly and had our drink orders taken and brought out promptly. The table started with a mixed bruschetta of a traditional tomato and basil and a pesto with tomato. Both were excellent. They have a bunch of other choices as well. We also had the caprese salad, fresh balls of mozzarella, tomatoes, and romaine covered in balsamic vinegar. This too was great. 

Dinner choices were varied. I had a fettuccine with chicken, green chilies, and sun dried tomato. It had a garlic-wine sauce. Sprinkle on a little red pepper flakes for a little extra heat and you'll be happy. Get the fresh pasta, pay the extra buck, and you'll be one smiling mother#$*&er! Fresh pasta makes a world of difference. I sampled everything at the table. The macaroni and cheese with prosciutto, the ravioli, and the penne with sausage. The regular plain old red pasta sauce they use is great! It had such a nice sweetness to it I could have had a bowl of it.  Get the mac & cheese.  It is baked to perfection!  We aren't talking Kraft mac and cheese here either people.  This has real cheese, not some powder cheese.

We also indulged in dessert and coffee. The flour-less chocolate cake with vanilla bean gelato was delicious. The cappuccino was great too. I was told the key lime cheesecake was good as well. 

The dining experience was nice. I thought the prices were reasonable and the serving size ample. We spoke with the owner, Richard, for long stretches throughout the meal and he was very personable and answered any questions or gave suggestions on meals. He saw me taking a picture of my food and asked if this was going to be on Yelp! I assured him it would be. He told me I wasn't getting anything free because of it, with a smile and a laugh. Love the NY attitude. 

For those that gave a bad review, I'm sorry, but I just don't get it. NO other Italian restaurants in the valley use fresh pasta, maybe Pasta Brioni. So, if you thought Buca, Olive Garden(barf), or Macaroni Grill used it, you are sadly mistaken.",review,5,1ylYrKcGNA8MDkhNBTjHMA
19486,VpW40mznMS43CqdbelX2wA,1,2010-02-11,2,varY2Us_X6JUjckOJBgtUQ,5,"Cute and quaint
Nice people
AWESOME FOOD
Great wine selection
Did I mention the baked ziti is amazing?
Chicken Parm my friend had looked pretty delish as well...
Spectacular restaurant, can't wait to dine there again!!!!!!!!!!!",review,3,wRRVIAIo8AbdayfvWky7jg
19516,VpW40mznMS43CqdbelX2wA,2,2011-07-17,1,irg-AhguLLm0gppYkHi-8w,5,"Food-frickin-gasm! 

Was on a business trip, had one night in Phoenix, one meal, wanted it to be memorable. Researched heavily on Yelp and Triple D and came down to this one little Italian restaurant.

Work friend and I agreed we had to try the two dishes highlighted on DDD; 5 meat bolognese with homemade pasta and Osso Bucco. First started with a salad with fresh mozzarella, pesto, tomatoes, basil. Wow it was so fresh, so amazing. The waiter suggested we get the bolognese sauce with a special homeade pasta that was filled with ricotta but yet light and airy and smaller than a penne but not hollow. Very unique softness to it and it was just incredible with this meat sauce. 

Second I have to say I would not typically order osso bucco but since it was highlighted on the show as a melt in your mouth good, I couldn't resist. This night it was made with veal shank. This was three huge veal shanks that filled the entire plate with a homeade lingini pasta with ruffled edges like lasagna noodles and this wonderful dark rich tomato/wine flavor sauce that was just amazing by itself. Wow you literally did not have to chew this meat and I am not exaggerating! 

We were just awestruck over the flavors of these dishes, the cozy environment and the amazing friendliness of the restaurant. The owner came over several times to ask us how we liked it and we both were so impressed with the customer service overall.

To top it off, our amazing waiter was nice enough to save us the last caramel gelato with praline pecans crunched up small, OMG so smooth, sweet and perfect! I cannot wait to bring my other work associates here when I come back to Phoenix in a couple of weeks!",review,2,eA0q87OWyV_PvkuhW2IuvQ
19536,VpW40mznMS43CqdbelX2wA,0,2012-02-12,1,0aE47HoefaaRV35Ys5SmyQ,5,"Some of the best Italian i've had in AZ. Love the bruschetta gorgonzola cheese with honey, the butternut squash ravioli, and the Orvieto Classico Malvasia wine.",review,0,eWb3LTlYzRGrP4DiQjHXcA
19558,VpW40mznMS43CqdbelX2wA,0,2012-10-19,1,ON5tISp7MQLCc7pU-MP-Xg,5,"We had heard about this delightful little place on DD&D and were in Scottsdale for less than 2 days and had to try it out.  It was everything and then some.  Super nice staff, great ambiance and the food was amazing.  I started with the Aperol Spritz, so refreshing, so different, it's a must.  We ordered the calamari and rice balls for appetizers.  Calamari with that broth was just delicious.  The rice balls were light and flavorful.  I had the Lemoncello pasta and my husband ordered the bolognese pasta.  Out of this world.  The pasta was fresh homemade, the sauces were perfect.  Tiramisu and Cannoli ended the meal, just as amazing as the appetizers and entrees.  I so wish my hometown had an independent Italian restaurant like this, more towns across the country need a Giuseppe's.",review,0,dD3J4FesC1rxMz_4s-_sdQ
19563,VpW40mznMS43CqdbelX2wA,0,2012-12-15,1,IRcYd3dqoTMtDmaGTO3Zyg,5,"This place makes me happy.  I love the purity of it.  Its a super small place, nestled in a retail center next to a water and ice store.  The same staff is always there, including the owner. Service is typically straight forward and gets the job done.  To me, its all about the fresh pasta. I can't seem to steer away from the Bolognese ragu. Its actually pretty light with long pasta and ground meats (7 different kinds?)   My wife usually goes with the gnocchi, which she raves about as well. We tried the bruschetta, definitely go for the fig, goat and prosciutto.  The wine list is very fair. Most bottles are 90+ and around $30-$40.  2 critical thoughts: Remove the ""As seen on Dives, Diners and Drive-ins"" on the front sign, let the food stand it for itself. Add fresh grated parmesan instead of the store bought pizza shakers.  

Overall, a big fan of this place. Not going to impress a hot date with the ambiance, and can get loud due to small size, but its simply all about the food.",review,1,udhp12rP5oV0uRcVUTcfZA
19566,VpW40mznMS43CqdbelX2wA,1,2013-01-15,2,0gMliomPYu0541zeSOHk4w,5,some of the best pasta you will ever have in a place you wouldn't expect it. The pasta is amazing and it's made fresh daily.  the bruschetta is also really good. I always get the carbonara or the bolognese. Come hungry cause the big portions will fill you up pretty quick.,review,1,ZKHAt_d7INgVsNjsH14HhA
19570,VpW40mznMS43CqdbelX2wA,0,2013-01-26,1,L6Dp-czikPMkxNeh18RYgQ,5,Excellent eggplant parm!  Next time I'll try the meatballs.,review,0,pkynOG46XBtR8Zd5vMcyow
19571,VpW40mznMS43CqdbelX2wA,0,2013-02-10,1,MaulShRDizjZTwnd0dgpOA,5,"Rarely does a restaurant exceed my expectations; however my visit to Giuseppe's was one of those rare occasions. The staff could not have been more welcoming and friendly. Our waiter Steven was EXCEPTIONAL. He was helpful and extremely knowledgeable regarding the food and the wine list. The food was fantastic top to bottom. Everything tasted fresh and bursting with flavor. I shared the ""Da California"" salad with a friend (Avocado & Cherry tomatoes, Black Olives).  It was absolutely delicious. I ordered the Bolognese Ragu that Giuseppe's is famous for (six meats) served over fresh made pasta. If I had to request a last meal this might be it, the Bolognese Ragu was phenomenal the pasta was perfect. I travel almost every week and eat at places all over the country and this has to be one the best experiences I've ever had. I will be going back as soon as I get back to Phoenix.",review,0,l0nXEIxsYyjAk4hG5Ov-kA
19573,VpW40mznMS43CqdbelX2wA,0,2013-02-27,1,44KAiDakysViB8owxvLDcw,5,Service and food was excellent!! Red sauce is to die  for! Pregnant girl's dream!! Steve was an awesome Server. Order the risotto balls!,review,0,F_W5KsGiL_sfHrkK2SC5Tw
19583,VpW40mznMS43CqdbelX2wA,1,2013-05-05,1,CagILnF9QZEaZZQo-n_4dw,5,"If anyone ever asks you where your favorite italian food is just go ahead and tell them Giuseppe's on 28th! Trust me when I tell you that you cant find anything this side of NYC or the North end of Boston that even comes close! 
Small and comfortable local eatery, home made pasta that blows the mind and a meat sauce that has 7 kinds of meat. LOVELY!
Do yourself a favor and stop in this joint for some eggplant and glass of wine, it will change your day!

enjoy!
Brook",review,1,dMRZ8JO-io8Jon3SWkpFQQ
19585,VpW40mznMS43CqdbelX2wA,1,2013-05-10,1,LBf1HEmdybu06cmS4SCy9Q,5,"Pros: Lots of variety on the menu. Clean, warm, and welcoming. Casual dining, close to our home, easy to find, and plenty of parking.

Cons: Sometimes, they cut their home made pasta too thick; but I don't mind. Traditional, heavy Italian dishes. Not for people who are on diets.",review,1,lcu7u9kSWMeSNq6j135BfQ
19587,VpW40mznMS43CqdbelX2wA,1,2013-05-12,1,FqCVCfHvXSxtBexoAGpcAA,5,"Anyone that give this restaurant less than 5 stars has no idea what they are talking about.  It is a restaurant that is for foodies.  It is NOT fancy, because that is not the point! Everything is made to ORDER and is fresh!  

I have been here several times and think it is a fantastic spot.  Get to know the owner Richard. He is awesome. Tell him you like wine and he will pull something out that will surprise you.  Tell him you like good grappa and he will shock you!  

If you think the restaurant is crowded go home! This is a true little hole in the wall! 

If you think the food is expensive, try and make home made Italian food on your own... Not happening cheaply! Oh, add a bottle of wine and guess what it gets even harder!  What is surprising is that Giuseppe's does NOT hit you for expensive wine.  Everything is reasonable. 

This is a restaurant for people that love good food!

EAT, DRINK, and enjoy!",review,3,1gGXhRejYAZdFHfmmEwYSw
19592,VpW40mznMS43CqdbelX2wA,1,2013-05-31,1,MZMGlnwUxNKCYoqapWvXpQ,5,Absolutely phenomenal! The bruschetta was some of the best we have had. I got the carbonara and my husband got the lasagna. Both were incredible. The carbonara was made with homemade pasta and it was outstanding. Get there early because the restaurant is small and fills up fast. Service was excellent! We will definitely be back!,review,1,Sw-iNyuAc9XxTYWld_6aFg
